,city,trips_in_first_30_days,signup_date,last_trip_date,weekday_pct,avg_dist,months_with_company
34938,Winterfell,1,2014-01-02,2014-05-26,66.7,8.63,4
34939,Astapor,2,2014-01-18,2014-06-30,94.0,3.23,5
34940,Winterfell,0,2014-01-03,2014-04-02,100.0,1.88,2
34941,Winterfell,0,2014-01-26,2014-03-14,100.0,11.94,1
34942,Astapor,0,2014-01-02,2014-03-06,100.0,3.83,2
34943,Winterfell,0,2014-01-30,2014-06-30,90.0,7.34,4
34944,Astapor,4,2014-01-07,2014-05-20,54.5,3.21,4
34945,Winterfell,1,2014-01-31,2014-03-15,33.3,2.07,1
34946,Winterfell,0,2014-01-29,2014-05-11,0.0,13.51,3
34947,Winterfell,15,2014-01-06,2014-06-27,77.4,3.85,5
34948,Astapor,0,2014-01-09,2014-02-14,100.0,13.19,1
34949,Winterfell,1,2014-01-10,2014-05-11,0.0,4.55,3
34950,Astapor,2,2014-01-27,2014-06-02,100.0,17.89,4
34951,Astapor,1,2014-01-30,2014-02-01,0.0,6.44,0
34952,Winterfell,0,2014-01-31,2014-05-11,0.0,30.42,3
34953,Winterfell,2,2014-01-07,2014-05-31,63.6,1.71,4
34954,Winterfell,0,2014-01-18,2014-05-22,100.0,6.6,4
34955,Winterfell,0,2014-01-12,2014-03-27,33.3,3.36,2
34956,Winterfell,9,2014-01-13,2014-01-18,88.9,2.65,0
34957,King's Landing,4,2014-01-07,2014-06-28,85.7,2.27,5
34958,Astapor,1,2014-01-22,2014-05-14,100.0,4.79,3
34959,Winterfell,0,2014-01-01,2014-07-01,66.7,2.27,5
34960,Winterfell,6,2014-01-27,2014-05-27,80.0,7.78,3
34961,Winterfell,8,2014-01-08,2014-06-27,86.7,3.89,5
34962,King's Landing,1,2014-01-27,2014-02-17,100.0,6.37,0
34963,Winterfell,1,2014-01-11,2014-01-12,0.0,1.07,0
34964,Winterfell,0,2014-01-06,2014-06-21,61.5,6.01,5
34965,Astapor,2,2014-01-20,2014-04-02,75.0,2.53,2
34966,King's Landing,0,2014-01-29,2014-04-03,100.0,2.05,2
34967,Astapor,2,2014-01-19,2014-04-11,20.0,1.84,2
34968,Winterfell,1,2014-01-25,2014-02-07,100.0,5.18,0
34969,Winterfell,0,2014-01-26,2014-06-07,0.0,24.82,4
34970,King's Landing,0,2014-01-02,2014-07-01,57.9,2.68,5
34971,Winterfell,0,2014-01-22,2014-06-02,50.0,22.62,4
34972,King's Landing,1,2014-01-20,2014-06-05,66.7,5.98,4
34973,King's Landing,0,2014-01-09,2014-06-23,100.0,12.03,5
34974,King's Landing,4,2014-01-12,2014-01-17,100.0,1.93,0
34975,Astapor,2,2014-01-24,2014-06-28,0.0,5.78,5
34976,Winterfell,5,2014-01-17,2014-06-30,55.3,3.75,5
34977,Astapor,0,2014-01-15,2014-03-17,40.0,1.53,2
34978,Astapor,0,2014-01-21,2014-03-28,100.0,7.13,2
34979,Winterfell,4,2014-01-27,2014-05-24,42.9,3.04,3
34980,Winterfell,4,2014-01-30,2014-06-29,69.0,5.52,4
34981,King's Landing,7,2014-01-21,2014-01-31,85.7,5.3,0
34982,Winterfell,2,2014-01-25,2014-02-18,100.0,25.23,0
34983,Winterfell,0,2014-01-18,2014-03-01,100.0,1.75,1
34984,Astapor,3,2014-01-22,2014-01-28,66.7,3.04,0
34985,Astapor,3,2014-01-29,2014-02-12,66.7,4.15,0
34986,Winterfell,0,2014-01-10,2014-02-18,100.0,4.35,1
34987,Winterfell,5,2014-01-14,2014-01-16,100.0,4.15,0
34988,Winterfell,1,2014-01-17,2014-02-01,0.0,2.79,0
34989,Winterfell,0,2014-01-29,2014-06-30,72.7,3.14,4
34990,Winterfell,2,2014-01-19,2014-02-09,50.0,3.66,0
34991,Winterfell,4,2014-01-10,2014-06-11,50.0,4.11,4
34992,Winterfell,1,2014-01-06,2014-01-19,0.0,2.85,0
34993,Winterfell,5,2014-01-06,2014-06-27,50.0,3.94,5
34994,Astapor,1,2014-01-02,2014-01-04,100.0,4.65,0
34995,Astapor,2,2014-01-16,2014-02-08,50.0,3.75,0
34996,Astapor,0,2014-01-27,2014-06-24,86.7,2.09,4
34997,Astapor,1,2014-01-10,2014-05-28,25.0,4.42,4
34998,Winterfell,3,2014-01-28,2014-02-16,66.7,3.46,0
34999,King's Landing,3,2014-01-20,2014-06-19,100.0,8.09,4
35000,Astapor,0,2014-01-27,2014-04-06,0.0,2.02,2
35001,King's Landing,7,2014-01-17,2014-06-30,75.9,6.75,5
35002,Winterfell,1,2014-01-25,2014-06-15,25.0,9.58,4
35003,Astapor,1,2014-01-18,2014-01-18,0.0,0.65,0
35004,Winterfell,2,2014-01-25,2014-06-28,61.5,4.67,5
35005,Winterfell,1,2014-01-14,2014-01-15,100.0,15.29,0
35006,Astapor,0,2014-01-18,2014-04-20,60.0,6.61,3
35007,Astapor,0,2014-01-30,2014-06-14,0.0,7.66,4
35008,Astapor,2,2014-01-03,2014-03-20,33.3,5.58,2
35009,Winterfell,1,2014-01-01,2014-01-02,100.0,5.59,0
35010,Astapor,0,2014-01-29,2014-05-31,100.0,7.34,4
35011,Winterfell,1,2014-01-04,2014-01-12,0.0,2.59,0
35012,Winterfell,3,2014-01-18,2014-06-27,81.8,4.38,5
35013,King's Landing,0,2014-01-03,2014-06-14,58.3,2.25,5
35014,King's Landing,2,2014-01-10,2014-06-02,0.0,0.91,4
35015,King's Landing,5,2014-01-23,2014-06-22,47.4,3.37,4
35016,King's Landing,2,2014-01-30,2014-06-18,100.0,10.15,4
35017,Astapor,4,2014-01-17,2014-05-14,60.0,1.31,3
35018,Winterfell,4,2014-01-14,2014-01-20,25.0,1.74,0
35019,Winterfell,1,2014-01-17,2014-06-22,50.0,5.36,5
35020,Winterfell,2,2014-01-11,2014-05-10,60.0,2.7,3
35021,Winterfell,0,2014-01-20,2014-06-28,57.9,2.42,5
35022,Winterfell,5,2014-01-23,2014-06-26,72.7,1.86,5
35023,Winterfell,2,2014-01-19,2014-01-20,0.0,2.8,0
35024,Winterfell,1,2014-01-06,2014-06-15,58.3,2.17,5
35025,King's Landing,6,2014-01-03,2014-01-05,33.3,2.06,0
35026,Astapor,0,2014-01-10,2014-05-20,100.0,12.27,4
35027,Winterfell,13,2014-01-14,2014-06-11,70.3,2.84,4
35028,Astapor,1,2014-01-10,2014-06-15,16.7,3.2,5
35029,Astapor,0,2014-01-24,2014-04-03,100.0,8.18,2
35030,Winterfell,1,2014-01-30,2014-03-03,50.0,4.24,1
35031,King's Landing,1,2014-01-08,2014-06-27,77.8,6.08,5
35032,Winterfell,0,2014-01-23,2014-04-13,0.0,25.03,2
35033,Winterfell,1,2014-01-23,2014-01-23,100.0,12.85,0
35034,Winterfell,1,2014-01-07,2014-05-31,100.0,18.39,4
35035,King's Landing,2,2014-01-28,2014-02-17,100.0,2.23,0
35036,Astapor,3,2014-01-29,2014-01-31,100.0,0.63,0
35037,King's Landing,1,2014-01-23,2014-01-23,100.0,4.52,0
35038,Winterfell,2,2014-01-30,2014-01-31,100.0,5.51,0
35039,King's Landing,0,2014-01-09,2014-05-23,100.0,5.26,4
35040,King's Landing,4,2014-01-09,2014-06-14,55.0,3.97,5
35041,King's Landing,2,2014-01-04,2014-06-15,51.7,3.95,5
35042,Winterfell,1,2014-01-30,2014-02-04,100.0,4.18,0
35043,King's Landing,1,2014-01-10,2014-05-13,33.3,0.95,4
35044,Winterfell,0,2014-01-06,2014-03-30,0.0,1.13,2
35045,Astapor,3,2014-01-31,2014-06-29,58.8,3.13,4
35046,Winterfell,3,2014-01-05,2014-01-19,0.0,1.18,0
35047,Winterfell,0,2014-01-19,2014-06-21,71.4,2.95,5
35048,Winterfell,1,2014-01-12,2014-05-03,55.6,3.1,3
35049,King's Landing,1,2014-01-29,2014-01-29,100.0,13.72,0
35050,Winterfell,23,2014-01-07,2014-06-27,90.0,5.43,5
35051,King's Landing,9,2014-01-18,2014-06-28,56.8,2.12,5
35052,Astapor,2,2014-01-17,2014-06-15,0.0,3.73,4
35053,Astapor,1,2014-01-05,2014-01-05,0.0,2.13,0
35054,Winterfell,23,2014-01-18,2014-05-29,69.7,2.78,4
35055,Winterfell,4,2014-01-01,2014-06-22,56.9,5.38,5
35056,Astapor,3,2014-01-12,2014-01-14,100.0,9.56,0
35057,Astapor,6,2014-01-28,2014-06-17,57.1,2.95,4
35058,Winterfell,1,2014-01-31,2014-06-08,0.0,12.46,4
35059,Winterfell,1,2014-01-04,2014-06-01,0.0,5.06,4
35060,Winterfell,2,2014-01-12,2014-06-22,0.0,7.98,5
35061,Winterfell,0,2014-01-29,2014-05-05,100.0,14.8,3
35062,Winterfell,1,2014-01-19,2014-06-11,80.0,2.82,4
35063,King's Landing,1,2014-01-01,2014-01-01,100.0,2.59,0
35064,Winterfell,0,2014-01-17,2014-03-03,50.0,16.65,1
35065,Winterfell,3,2014-01-17,2014-05-22,53.8,3.09,4
35066,King's Landing,1,2014-01-19,2014-06-27,50.0,2.55,5
35067,Astapor,6,2014-01-07,2014-01-24,100.0,6.0,0
35068,King's Landing,0,2014-01-03,2014-06-22,50.0,12.52,5
35069,Winterfell,0,2014-01-31,2014-06-03,100.0,6.16,4
35070,Winterfell,0,2014-01-30,2014-05-05,0.0,15.25,3
35071,Winterfell,1,2014-01-24,2014-05-10,50.0,6.84,3
35072,Winterfell,1,2014-01-19,2014-01-20,0.0,1.6,0
35073,King's Landing,0,2014-01-17,2014-05-17,0.0,1.71,3
35074,Winterfell,1,2014-01-24,2014-06-06,100.0,2.09,4
35075,Winterfell,0,2014-01-27,2014-06-28,50.0,3.04,4
35076,Winterfell,0,2014-01-25,2014-05-19,50.0,1.65,3
35077,Winterfell,2,2014-01-02,2014-01-18,100.0,3.17,0
35078,Astapor,1,2014-01-25,2014-06-23,50.0,9.34,4
35079,Astapor,0,2014-01-30,2014-06-13,100.0,11.74,4
35080,King's Landing,0,2014-01-06,2014-06-13,100.0,8.33,5
35081,Astapor,21,2014-01-11,2014-06-30,70.3,2.5,5
35082,Winterfell,1,2014-01-05,2014-06-06,66.7,1.35,4
35083,Astapor,0,2014-01-09,2014-03-04,100.0,3.78,1
35084,King's Landing,10,2014-01-16,2014-06-30,80.0,2.92,5
35085,Winterfell,2,2014-01-11,2014-01-12,0.0,2.06,0
35086,Winterfell,2,2014-01-03,2014-06-12,100.0,4.08,5
35087,Winterfell,2,2014-01-10,2014-03-09,16.7,10.43,1
35088,Winterfell,5,2014-01-08,2014-06-25,47.6,5.41,5
35089,King's Landing,4,2014-01-24,2014-06-23,25.0,6.08,4
35090,Winterfell,1,2014-01-21,2014-02-08,0.0,3.65,0
35091,Winterfell,2,2014-01-20,2014-01-20,100.0,8.79,0
35092,Winterfell,5,2014-01-26,2014-06-23,83.3,1.77,4
35093,Astapor,4,2014-01-17,2014-05-23,57.1,4.71,4
35094,King's Landing,2,2014-01-06,2014-01-20,100.0,8.59,0
35095,Astapor,2,2014-01-22,2014-04-05,100.0,8.64,2
35096,Astapor,2,2014-01-15,2014-03-16,33.3,1.5,1
35097,Astapor,0,2014-01-21,2014-04-06,50.0,1.99,2
35098,Winterfell,0,2014-01-23,2014-04-29,100.0,13.87,3
35099,King's Landing,0,2014-01-20,2014-06-02,40.0,2.77,4
35100,Astapor,6,2014-01-26,2014-06-21,63.6,5.64,4
35101,King's Landing,6,2014-01-01,2014-06-28,70.6,4.32,5
35102,Astapor,0,2014-01-17,2014-03-28,100.0,9.49,2
35103,Astapor,3,2014-01-31,2014-02-17,0.0,2.0,0
35104,Astapor,0,2014-01-10,2014-03-13,100.0,1.11,2
35105,Winterfell,25,2014-01-25,2014-06-30,70.0,2.12,5
35106,Winterfell,1,2014-01-25,2014-01-25,0.0,3.04,0
35107,Astapor,2,2014-01-31,2014-03-25,100.0,0.88,1
35108,Winterfell,0,2014-01-24,2014-02-28,100.0,5.49,1
35109,Astapor,1,2014-01-23,2014-01-24,100.0,13.42,0
35110,Winterfell,3,2014-01-27,2014-06-29,70.6,4.36,5
35111,Astapor,1,2014-01-18,2014-01-18,0.0,4.33,0
35112,Winterfell,2,2014-01-22,2014-01-23,100.0,2.33,0
35113,Winterfell,1,2014-01-26,2014-05-21,33.3,3.77,3
35114,King's Landing,0,2014-01-14,2014-06-16,50.0,12.52,5
35115,Winterfell,3,2014-01-17,2014-02-01,100.0,1.43,0
35116,Astapor,1,2014-01-29,2014-05-07,75.0,2.87,3
35117,Astapor,2,2014-01-13,2014-06-19,69.2,2.54,5
35118,Winterfell,0,2014-01-18,2014-06-14,66.7,5.34,4
35119,King's Landing,0,2014-01-14,2014-06-12,100.0,3.85,4
35120,Winterfell,2,2014-01-03,2014-06-11,100.0,2.44,5
35121,King's Landing,2,2014-01-01,2014-01-19,0.0,21.46,0
35122,King's Landing,4,2014-01-28,2014-01-31,100.0,8.67,0
35123,Winterfell,0,2014-01-20,2014-06-25,60.0,6.07,5
35124,Astapor,2,2014-01-19,2014-06-06,87.5,1.81,4
35125,Winterfell,0,2014-01-07,2014-06-14,56.5,3.33,5
35126,Winterfell,0,2014-01-09,2014-05-09,100.0,1.37,3
35127,Astapor,2,2014-01-20,2014-04-28,100.0,4.85,3
35128,Astapor,2,2014-01-04,2014-02-17,66.7,3.54,1
35129,Astapor,5,2014-01-09,2014-06-23,71.4,2.74,5
35130,Winterfell,0,2014-01-25,2014-05-21,100.0,14.78,3
35131,King's Landing,0,2014-01-01,2014-06-28,60.0,3.23,5
35132,Astapor,3,2014-01-29,2014-06-13,70.6,3.28,4
35133,King's Landing,0,2014-01-05,2014-06-30,40.0,8.61,5
35134,Winterfell,0,2014-01-04,2014-04-10,100.0,7.05,3
35135,King's Landing,0,2014-01-17,2014-06-21,0.0,40.32,5
35136,Astapor,0,2014-01-12,2014-02-21,100.0,5.2,1
35137,Astapor,3,2014-01-24,2014-05-29,50.0,4.15,4
35138,Winterfell,1,2014-01-31,2014-02-02,0.0,21.13,0
35139,Astapor,0,2014-01-26,2014-06-04,100.0,4.59,4
35140,Winterfell,0,2014-01-02,2014-05-18,0.0,2.94,4
35141,Winterfell,0,2014-01-29,2014-05-07,100.0,16.38,3
35142,Astapor,1,2014-01-11,2014-05-24,50.0,1.22,4
35143,Astapor,1,2014-01-11,2014-06-24,50.0,1.15,5
35144,Astapor,0,2014-01-10,2014-05-25,0.0,3.0,4
35145,King's Landing,8,2014-01-17,2014-07-01,58.6,3.72,5
35146,Winterfell,1,2014-01-23,2014-06-08,0.0,1.01,4
35147,Winterfell,2,2014-01-14,2014-05-27,90.0,3.53,4
35148,Winterfell,0,2014-01-23,2014-06-03,100.0,1.77,4
35149,Winterfell,17,2014-01-28,2014-01-31,100.0,4.94,0
35150,Astapor,0,2014-01-06,2014-02-09,0.0,4.88,1
35151,Astapor,1,2014-01-23,2014-01-24,100.0,1.44,0
35152,King's Landing,0,2014-01-01,2014-06-23,75.0,6.02,5
35153,King's Landing,6,2014-01-16,2014-02-12,50.0,1.68,0
35154,Winterfell,2,2014-01-03,2014-01-12,50.0,4.03,0
35155,Winterfell,5,2014-01-28,2014-06-08,61.5,2.14,4
35156,King's Landing,2,2014-01-10,2014-01-11,50.0,2.52,0
35157,Winterfell,2,2014-01-19,2014-01-20,0.0,2.21,0
35158,Winterfell,3,2014-01-28,2014-02-14,100.0,1.2,0
35159,Astapor,2,2014-01-15,2014-04-05,50.0,2.82,2
35160,King's Landing,6,2014-01-30,2014-06-28,60.0,6.39,4
35161,Winterfell,0,2014-01-06,2014-06-21,100.0,4.81,5
35162,Winterfell,3,2014-01-21,2014-06-17,70.8,4.72,4
35163,Astapor,0,2014-01-16,2014-03-16,0.0,3.77,1
35164,King's Landing,3,2014-01-20,2014-05-18,63.6,3.5,3
35165,King's Landing,0,2014-01-19,2014-03-09,0.0,2.24,1
35166,Astapor,0,2014-01-10,2014-06-10,71.4,1.37,4
35167,Winterfell,1,2014-01-20,2014-01-21,100.0,4.46,0
35168,Winterfell,5,2014-01-05,2014-06-28,53.8,4.19,5
35169,Astapor,8,2014-01-29,2014-06-27,86.4,2.45,4
35170,Winterfell,3,2014-01-10,2014-02-15,100.0,1.69,1
35171,Astapor,0,2014-01-27,2014-05-12,83.3,2.56,3
35172,Winterfell,0,2014-01-10,2014-06-25,100.0,15.77,5
35173,Winterfell,0,2014-01-21,2014-06-02,100.0,27.17,4
35174,Winterfell,0,2014-01-05,2014-06-11,78.3,5.49,5
35175,Winterfell,1,2014-01-31,2014-04-04,100.0,5.36,2
35176,Astapor,3,2014-01-15,2014-06-06,100.0,6.72,4
35177,Astapor,0,2014-01-09,2014-06-21,100.0,0.8,5
35178,Astapor,6,2014-01-26,2014-01-31,66.7,1.2,0
35179,King's Landing,0,2014-01-17,2014-06-30,12.5,3.19,5
35180,Winterfell,3,2014-01-31,2014-02-21,100.0,1.98,0
35181,Winterfell,1,2014-01-26,2014-02-12,100.0,2.76,0
35182,Astapor,4,2014-01-15,2014-01-16,100.0,8.54,0
35183,Astapor,2,2014-01-14,2014-06-29,80.3,2.38,5
35184,Winterfell,32,2014-01-25,2014-06-29,69.4,5.63,5
35185,King's Landing,2,2014-01-18,2014-06-06,68.2,8.5,4
35186,Astapor,1,2014-01-06,2014-01-24,100.0,22.83,0
35187,King's Landing,0,2014-01-21,2014-03-27,100.0,6.06,2
35188,Astapor,3,2014-01-07,2014-05-23,100.0,1.49,4
35189,King's Landing,1,2014-01-24,2014-01-25,100.0,1.31,0
35190,Astapor,0,2014-01-20,2014-05-29,100.0,5.85,4
35191,Astapor,0,2014-01-31,2014-06-13,85.7,4.1,4
35192,Winterfell,0,2014-01-01,2014-05-14,100.0,17.96,4
35193,King's Landing,1,2014-01-19,2014-05-29,33.3,1.53,4
35194,Astapor,2,2014-01-24,2014-01-31,100.0,3.46,0
35195,King's Landing,1,2014-01-08,2014-04-14,33.3,4.14,3
35196,Astapor,4,2014-01-16,2014-02-09,0.0,2.95,0
35197,Winterfell,1,2014-01-08,2014-01-13,100.0,0.79,0
35198,Astapor,3,2014-01-17,2014-05-08,100.0,3.24,3
35199,Astapor,2,2014-01-29,2014-06-23,0.0,3.23,4
35200,Astapor,0,2014-01-11,2014-04-13,33.3,3.06,3
35201,King's Landing,3,2014-01-29,2014-06-08,53.3,3.27,4
35202,Winterfell,4,2014-01-05,2014-01-08,100.0,4.15,0
35203,Astapor,0,2014-01-14,2014-06-23,33.3,3.11,5
35204,Astapor,1,2014-01-21,2014-02-27,100.0,3.31,1
35205,King's Landing,2,2014-01-16,2014-06-28,54.5,7.1,5
35206,Winterfell,0,2014-01-12,2014-06-24,100.0,2.29,5
35207,Astapor,1,2014-01-11,2014-01-11,0.0,1.46,0
35208,Winterfell,6,2014-01-12,2014-05-24,62.2,2.61,4
35209,King's Landing,0,2014-01-09,2014-06-11,100.0,1.72,5
35210,Astapor,4,2014-01-11,2014-05-05,27.3,8.24,3
35211,Winterfell,0,2014-01-20,2014-04-04,100.0,1.42,2
35212,King's Landing,0,2014-01-01,2014-06-29,50.0,3.24,5
35213,Winterfell,0,2014-01-13,2014-05-27,100.0,1.68,4
35214,King's Landing,0,2014-01-24,2014-06-23,0.0,0.37,4
35215,Astapor,1,2014-01-16,2014-01-23,100.0,6.37,0
35216,Winterfell,4,2014-01-06,2014-02-03,75.0,19.32,0
35217,Winterfell,2,2014-01-27,2014-01-28,100.0,7.5,0
35218,Winterfell,0,2014-01-30,2014-06-11,100.0,2.83,4
35219,King's Landing,3,2014-01-16,2014-07-01,70.0,4.3,5
35220,Winterfell,0,2014-01-25,2014-04-07,50.0,1.85,2
35221,King's Landing,12,2014-01-11,2014-06-30,55.9,5.54,5
35222,Astapor,4,2014-01-17,2014-05-27,100.0,5.39,4
35223,Winterfell,0,2014-01-01,2014-03-01,0.0,1.9,1
35224,Winterfell,8,2014-01-06,2014-06-11,63.6,2.27,5
35225,Astapor,1,2014-01-30,2014-01-31,100.0,6.28,0
35226,Astapor,9,2014-01-31,2014-03-03,20.0,1.58,1
35227,Winterfell,0,2014-01-09,2014-04-20,0.0,10.45,3
35228,Astapor,1,2014-01-24,2014-01-25,100.0,7.89,0
35229,Astapor,1,2014-01-15,2014-06-20,42.9,4.03,5
35230,Astapor,0,2014-01-14,2014-03-19,100.0,1.82,2
35231,Astapor,5,2014-01-11,2014-06-26,60.0,3.74,5
35232,Astapor,0,2014-01-23,2014-05-05,50.0,4.36,3
35233,Astapor,0,2014-01-11,2014-04-28,0.0,1.81,3
35234,Astapor,1,2014-01-17,2014-01-18,0.0,2.59,0
35235,Winterfell,10,2014-01-16,2014-06-23,47.4,4.65,5
35236,Astapor,5,2014-01-25,2014-06-20,83.3,2.34,4
35237,King's Landing,0,2014-01-10,2014-06-11,62.5,4.07,4
35238,Winterfell,0,2014-01-09,2014-04-17,100.0,14.7,3
35239,Winterfell,1,2014-01-08,2014-01-08,100.0,6.46,0
35240,Winterfell,1,2014-01-01,2014-06-29,50.0,0.97,5
35241,Astapor,0,2014-01-10,2014-03-21,100.0,10.22,2
35242,Astapor,8,2014-01-26,2014-06-23,87.7,4.0,4
35243,Winterfell,15,2014-01-26,2014-02-16,33.3,1.02,0
35244,Winterfell,2,2014-01-22,2014-03-30,0.0,5.69,2
35245,Winterfell,4,2014-01-07,2014-06-29,69.2,2.84,5
35246,Astapor,1,2014-01-12,2014-01-14,100.0,3.46,0
35247,Astapor,2,2014-01-17,2014-05-13,54.5,2.89,3
35248,Winterfell,1,2014-01-11,2014-01-11,0.0,6.92,0
35249,Winterfell,0,2014-01-19,2014-03-30,0.0,5.52,2
35250,Astapor,1,2014-01-05,2014-01-07,100.0,1.79,0
35251,Astapor,0,2014-01-11,2014-06-28,50.0,3.5,5
35252,Astapor,1,2014-01-28,2014-01-30,100.0,49.45,0
35253,Astapor,0,2014-01-09,2014-06-18,50.0,3.07,5
35254,Astapor,1,2014-01-01,2014-03-12,100.0,0.82,2
35255,King's Landing,4,2014-01-11,2014-06-29,20.0,4.88,5
35256,Winterfell,2,2014-01-05,2014-01-12,0.0,1.97,0
35257,Winterfell,3,2014-01-24,2014-03-13,100.0,4.32,1
35258,Winterfell,1,2014-01-29,2014-02-03,100.0,8.37,0
35259,Winterfell,1,2014-01-05,2014-01-07,100.0,17.3,0
35260,Astapor,1,2014-01-10,2014-03-02,0.0,10.95,1
35261,Astapor,0,2014-01-11,2014-05-11,25.0,5.8,3
35262,King's Landing,1,2014-01-31,2014-02-01,0.0,12.13,0
35263,Winterfell,0,2014-01-26,2014-04-13,0.0,6.35,2
35264,Winterfell,1,2014-01-28,2014-05-26,66.7,4.74,3
35265,Winterfell,3,2014-01-28,2014-03-14,85.7,8.16,1
35266,Winterfell,4,2014-01-11,2014-06-30,80.0,4.93,5
35267,King's Landing,0,2014-01-03,2014-02-23,0.0,2.05,1
35268,Winterfell,5,2014-01-22,2014-06-11,72.2,6.36,4
35269,Astapor,1,2014-01-08,2014-06-27,80.0,2.85,5
35270,Winterfell,0,2014-01-18,2014-05-04,50.0,2.52,3
35271,King's Landing,0,2014-01-28,2014-03-29,0.0,5.64,1
35272,Astapor,1,2014-01-25,2014-01-30,100.0,4.62,0
35273,Winterfell,3,2014-01-21,2014-02-22,75.0,4.5,1
35274,Winterfell,3,2014-01-22,2014-06-29,55.6,4.57,5
35275,Astapor,1,2014-01-22,2014-01-22,100.0,3.68,0
35276,Astapor,1,2014-01-17,2014-01-17,100.0,2.5,0
35277,Winterfell,3,2014-01-28,2014-02-16,33.3,2.45,0
35278,Winterfell,4,2014-01-27,2014-06-02,83.3,16.53,4
35279,Winterfell,3,2014-01-24,2014-06-14,46.2,3.04,4
35280,Astapor,1,2014-01-19,2014-01-19,0.0,7.73,0
35281,Astapor,2,2014-01-30,2014-02-03,0.0,6.5,0
35282,Winterfell,2,2014-01-13,2014-01-14,100.0,17.68,0
35283,Winterfell,1,2014-01-25,2014-06-23,75.0,5.13,4
35284,Winterfell,3,2014-01-01,2014-06-28,50.0,4.16,5
35285,Astapor,1,2014-01-26,2014-01-26,0.0,1.63,0
35286,King's Landing,1,2014-01-18,2014-06-22,57.1,2.21,5
35287,Winterfell,2,2014-01-12,2014-01-19,0.0,6.95,0
35288,Winterfell,5,2014-01-19,2014-06-20,100.0,9.56,4
35289,King's Landing,2,2014-01-23,2014-02-09,50.0,9.09,0
35290,Winterfell,0,2014-01-22,2014-05-06,33.3,7.3,3
35291,Winterfell,1,2014-01-25,2014-01-26,0.0,7.74,0
35292,Astapor,4,2014-01-17,2014-04-12,33.3,1.73,2
35293,Astapor,1,2014-01-03,2014-06-28,50.0,7.81,5
35294,Astapor,6,2014-01-22,2014-05-09,73.1,1.87,3
35295,Astapor,1,2014-01-26,2014-06-24,12.5,8.11,4
35296,Winterfell,5,2014-01-07,2014-06-09,18.2,3.0,5
35297,Astapor,0,2014-01-12,2014-05-18,0.0,3.95,4
35298,Astapor,0,2014-01-27,2014-03-23,50.0,24.29,1
35299,Astapor,1,2014-01-16,2014-01-17,100.0,21.66,0
35300,Astapor,2,2014-01-31,2014-05-03,40.0,3.73,3
35301,Winterfell,3,2014-01-31,2014-02-02,33.3,2.44,0
35302,Winterfell,1,2014-01-16,2014-02-16,50.0,2.02,1
35303,Astapor,0,2014-01-01,2014-06-22,0.0,1.36,5
35304,Winterfell,0,2014-01-30,2014-05-31,50.0,25.56,3
35305,Winterfell,0,2014-01-24,2014-03-15,0.0,3.06,1
35306,Winterfell,1,2014-01-27,2014-01-28,100.0,1.54,0
35307,Winterfell,3,2014-01-25,2014-01-26,0.0,3.23,0
35308,King's Landing,5,2014-01-09,2014-06-16,61.1,3.03,5
35309,Winterfell,1,2014-01-02,2014-01-03,100.0,4.56,0
35310,Astapor,0,2014-01-30,2014-05-16,88.9,2.54,3
35311,Astapor,6,2014-01-25,2014-04-27,20.0,2.18,3
35312,Astapor,15,2014-01-07,2014-06-30,91.8,2.12,5
35313,Astapor,2,2014-01-24,2014-06-26,71.4,3.2,5
35314,Winterfell,18,2014-01-26,2014-06-04,80.6,11.75,4
35315,Astapor,1,2014-01-30,2014-02-01,0.0,3.82,0
35316,Winterfell,0,2014-01-04,2014-06-28,100.0,5.41,5
35317,Astapor,1,2014-01-01,2014-01-09,100.0,3.04,0
35318,Astapor,2,2014-01-21,2014-01-21,100.0,3.55,0
35319,Astapor,0,2014-01-20,2014-03-19,100.0,7.59,1
35320,Winterfell,1,2014-01-27,2014-03-26,100.0,3.67,1
35321,King's Landing,15,2014-01-31,2014-05-31,43.8,2.09,3
35322,Astapor,0,2014-01-06,2014-06-01,0.0,4.56,4
35323,King's Landing,0,2014-01-20,2014-05-14,100.0,2.07,3
35324,Astapor,0,2014-01-04,2014-04-17,100.0,2.04,3
35325,Winterfell,1,2014-01-21,2014-01-21,100.0,7.93,0
35326,Astapor,1,2014-01-12,2014-01-12,0.0,5.7,0
35327,Astapor,1,2014-01-12,2014-06-24,85.7,3.88,5
35328,Astapor,0,2014-01-26,2014-03-16,0.0,1.5,1
35329,Astapor,1,2014-01-17,2014-01-17,100.0,4.97,0
35330,Astapor,1,2014-01-18,2014-06-18,80.0,2.47,4
35331,Winterfell,34,2014-01-13,2014-04-29,87.7,3.31,3
35332,King's Landing,0,2014-01-26,2014-04-06,0.0,11.37,2
35333,Astapor,0,2014-01-14,2014-03-06,100.0,1.1,1
35334,King's Landing,2,2014-01-25,2014-06-29,42.9,1.95,5
35335,Winterfell,8,2014-01-25,2014-06-27,53.6,2.63,5
35336,King's Landing,3,2014-01-03,2014-01-05,33.3,0.86,0
35337,King's Landing,2,2014-01-06,2014-06-29,74.4,2.68,5
35338,King's Landing,0,2014-01-10,2014-06-27,100.0,8.03,5
35339,Astapor,3,2014-01-12,2014-06-21,87.5,2.06,5
